"Isbn"	"Title"
"9780523417486"	"Windhaven's Crisis"
"9780523418995"	"Hitler's Daughter"
"9780523419565"	"Every Secret Thing"
"9780523421216"	"Torn Lace Curtain"
"9780523424514"	"The Bay Psalm Book Murder"
"9780523485263"	"The Swordswoman"
"9780525093305"	"The Dione Lucas Book Of Natural French Cooking"
"9780525169956"	"Oklahoma Crude"
"9780525237709"	"The World According To Garp"
"9780525241607"	"Prodigal Child"
"9780525244585"	"The Tao Of Pooh"
"9780525246398"	"Real World: 2"
"9780525246602"	"Koko"
"9780525259602"	"As I Was Crossing Boston Common: 2"
"9780525405221"	"Superfudge"
"9780525426707"	"The White Jade Fox"
"9780525440635"	"Monster Movers"
"9780525444442"	"The House At Pooh Corner (Pooh Original Edition)"
"9780525444459"	"When We Were Very Young (Pooh Original Edition)"
"9780525444466"	"Now We Are Six (Pooh Original Edition)"
"9780525446057"	"The Big Book For Peace"
"9780525447092"	"Eeyore Has A Birthday"
"9780525455202"	"Pooh And The Philosophers : In Which It Is Shown That All Of Western P"
"9780525457459"	"Dogs Have The Strangest Friends: &amp; Other True Stories Of Animal Fe"
"9780525458630"	"The Shakespeare Stealer"
"9780525459682"	"Dancer"
"9780525462323"	"Pooh (Giant Board Book)"
"9780525463061"	"The Road To El Dorado"
"9780525463313"	"Pooh's Little Book Of Feng Shui"
"9780525468639"	"Postcards From No Man's Land (Carnegie Medal Winner)"
"9780525470144"	"The History Of The Kings Of Britain"
"9780525470410"	"A Handbook Of Greek Mythology"
"9780525480372"	"Get The Message?: A Decade Of Art For Social Change"
"9780525483359"	"Winnie Ille Pu (Latin Edition)"
"9780525484271"	"Roger Caras' Cat Stories"
"9780525485087"	"Painted Ladies Revisited: San Francisco's Resplendent Victorians Insid"
"9780525932598"	"Hill Towns Of Italy: 2"
"9780525933656"	"Franklin's Crossing: 2"
"9780525934196"	"Strange Days: My Life With And Without Jim Morrison"
"9780525934554"	"Black Water"
"9780525934967"	"The Te Of Piglet (Pooh)"
"9780525935766"	"Shot On Location: 2 (Goodman-Bradley Mystery)"
"9780525936329"	"Foxfire: Confessions Of A Girl Gang"
"9780525938347"	"The African-American Kitchen: Cooking From Our Heritage"
"9780525938507"	"Life On The Color Line"
"9780525938637"	"Reckless Driver: A Novel"
"9780525938859"	"So Good"
"9780525939108"	"Busy Bodies (Claire Malloy Mysteries, No. 10)"
"9780525939573"	"My Soul To Keep: 9A Novel"
"9780525939696"	"Ballad Of Frankie Silver"
"9780525939856"	"The Takeover"
"9780525940418"	"So Far..."
"9780525940456"	"Zombie"
"9780525941675"	"Cavedweller"
"9780525941903"	"The Regulators"
"9780525941910"	"The Ghost Road"
"9780525942252"	"Damned In Paradise: A Nathan Heller Novel (Nathan Heller Novels)"
"9780525942269"	"Cat Under The Mistletoe: An Alice Nestleton Mystery"
"9780525943068"	"Nothing But The Rent"
"9780525943624"	"The Rules For Cats: 4,000 Year-Old Secrets For Controlling Your Owner:"
"9780525943730"	"Walt Whitman: A Gay Life"
"9780525943860"	"Cheaters"
"9780525944232"	"The Inheritance: A Novel"
"9780525944638"	"All Of Me: A Voluptuous Tale"
"9780525944836"	"Liar's Game"
"9780525945048"	"The Other Side And Back: A Psychic's Guide To Our World And Beyond"
"9780525945178"	"The Experiment"
"9780525945215"	"A Man Named Dave"
"9780525945277"	"Girl With A Pearl Earring"
"9780525945406"	"Healing Grief : Reclaiming Life After Any Loss"
"9780525945444"	"On Secret Service"
"9780525945468"	"From Our House: A Memoir"
"9780525945581"	"Bad Boy"
"9780525945727"	"The Darwin Awards: Evolution In Action"
"9780525945765"	"The Oath (Dismas Hardy)"
"9780525945789"	"Touch The Top Of The World: A Blind Man's Journey To Climb Farther Tha"
"9780525945819"	"Falling Angels: A Novel"
"9780525945833"	"Quakertown"
"9780525945932"	"Scarlet Feather"
"9780525946236"	"The Darwin Awards II: Unnatural Selection"
"9780525946243"	"Picture Maker: A Novel"
"9780525946274"	"Sophie And The Rising Sun: A Novel"
"9780525946281"	"Jackdaws"
"9780525946403"	"The Trouble With Catherine"
"9780525946427"	"The Impressionist"
"9780525946533"	"One-Hit Wonder"
"9780525946571"	"The Virgin's Knot"
"9780525946632"	"Thieves' Paradise: A Novel"
"9780525946755"	"Skipping Towards Gomorrah: The Seven Deadly Sins And The Pursuit Of Ha"
"9780525946786"	"The Museum Of Hoaxes"
"9780525946823"	"Quentins"
"9780525946847"	"Dream Weaver"
"9780525946892"	"Hornet Flight"
"9780525947110"	"In Full Bloom"
"9780525947134"	"The Room-Mating Season"
"9780525947295"	"No Second Chance"
"9780525947301"	"Family Trust"
"9780525947349"	"A Friend Of The Family"
"9780525947646"	"Lies (And The Lying Liars Who Tell Them): A Fair And Balanced Look At "
"9780525947653"	"A Perfect Day"
"9780525947677"	"The Lady And The Unicorn"
"9780525947738"	"The Darwin Awards III: Survival Of The Fittest"
"9780525947912"	"Just One Look"
"9780531058374"	"Afternoon Of The Elves"
"9780531087879"	"A Message From The Match Girl (Investigators Of The Unknown, Bk. 3)"
"9780531098745"	"How To Win A Pullet Surprise: The Pleasures And Pitfalls Of Our Langua"
"9780531103098"	"New Zoos (First Book Series)"
"9780531110393"	"Caution: This May Be An Advertisement : A Teen Guide To Advertising"
"9780531150016"	"The Angel's Dictionary: A Modern Tribute To Ambrose Bierce"
"9780531150252"	"Judith Gautier: A Biography"
"9780531162194"	"Storm Chasers (Watts Library)"
"9780531301425"	"Looking For Alibrandi"
"9780533133727"	"Care And Feeding Of The Chronologically Gifted Brain"
"9780534005412"	"Poems: Wadsworth Handbook And Anthology"
"9780534129064"	"Grassroots Resistance: Social Movements In Twentieth Century America"
"9780534178086"	"Environmental Science: Sustaining The Earth (Wadsworth Biology Series)"
"9780534525071"	"Marriages And Families: Making Choices In A Diverse Society"
"9780536597076"	"The Masai: A Proud People"
"9780551030688"	"Sacred Diary Of Adrian Plass, Christian Speaker Aged 45 3/4"
"9780551031081"	"Stress Family Robinson 2"
"9780551031128"	"Why I Follow Jesus"
"9780551032514"	"Colours Of Survival: Discovering Hope In Bangladesh"
"9780552121408"	"No Comebacks"
"9780552133258"	"Strata"
"9780552134750"	"The Negotiator"
"9780552136495"	"Hungry"
"9780552138222"	"The Cat Who Came In From The Cold"
"9780552138420"	"The Brentford Triangle (Brentford Trilogy)"
"9780552142502"	"Sickness Of The Soul"
"9780552142762"	"Immediate Action"
"9780552143776"	"Horse Whisperer"
"9780552146982"	"Inconceivable"
"9780552526159"	"Dreaming Of Larry"
"9780552527743"	"Blood And Mortar (Freeway)"
"9780552992060"	"Setting Free The Bears (Black Swan)"
"9780552995641"	"Just For The Summer"
"9780552995771"	"Confessions Of Aubrey Beardsley"
"9780552996006"	"Notes From A Small Island"
"9780552996181"	"Behind The Scenes At The Museum"
"9780552996198"	"Human Croquet"
"9780552997706"	"Telling Liddy Pb"
"9780552997805"	"Knowledge Of Angels"
"9780552998000"	"Blackberry Wine"
"9780552998338"	"Blast From The Past"
"9780552998475"	"What We Did On Our Holiday"
"9780552998482"	"Chocolat"
"9780552998529"	"Elusive Truffle"
"9780552999519"	"Away From It All"
"9780552999953"	"High Society"
"9780553014808"	"The Turning Point: Science, Society, And The Rising Culture"
"9780553024241"	"The Great Train Robbery"
"9780553029758"	"The Shepherd"
"9780553050042"	"Night Probe! (Dirk Pitt Adventure)"
"9780553050684"	"Jitterbug Perfume"
"9780553052268"	"The Renewal Factor: How The Best Get And Keep The Competitive Edge"
"9780553052695"	"Coming Of The King (Spectra)"
"9780553052848"	"Rubyfruit Jungle"
"9780553053869"	"Journey To The Stars: Space Exploration Tomorrow And Beyond"
"9780553056143"	"Mickey's Birthday Surprise:  Mickey's Young Readers Library Vol. 1"
"9780553057454"	"Confessions"
"9780553057706"	"Brain Building: Exercising Yourself Smarter"
"9780553057751"	"Skinny Legs And All"
"9780553057966"	"Time Bomb"
"9780553058079"	"Great Christmas Contest"
"9780553060638"	"El Sastre De PanamÃ¡"
"9780553061024"	"BiografÃ­a De Ana Frank"
"9780553062045"	"The Daybreakers (The Louis L'Amour Collection)"
"9780553066685"	"Success Is A Choice"
"9780553067965"	"The Simple Living Guide: A Sourcebook For Less Stressful, More Joyful "
"9780553071801"	"This Day All Gods Die: The Gap Into Ruin (Gap Series/Stephen R. Donald"
"9780553072457"	"Long Quiet Highway: Waking Up In America"
"9780553073270"	"Star Wars: Heir To The Empire"
"9780553074741"	"Shadows"
"9780553074932"	"How To Murder Your Mother-In-Law"
"9780553078688"	"Food Of The Gods: The Search For The Original Tree Of Knowledge A Radi"
"9780553080131"	"Private Eyes"
"9780553080230"	"A Sorrow In Our Heart: The Life Of Tecumseh"
"9780553081206"	"Women's Bodies, Women's Wisdom"
"9780553085761"	"Dying For Chocolate"
"9780553087253"	"Scenes From A Marriage"
"9780553088120"	"The End Of Evolution"
"9780553089196"	"Bad Love"
"9780553089202"	"Self-Defense"
"9780553089219"	"The Web"
"9780553089226"	"The Clinic"
"9780553091281"	"Icon"
"9780553091731"	"Dead Man's Island"
"9780553092622"	"Playing For The Ashes (Inspector Lynley, Book 7)"
"9780553092653"	"In The Presence Of The Enemy"
"9780553094657"	"Scandal In Fair Haven"
"9780553095142"	"Shadow's End"
"9780553095876"	"Last Suppers, The"
"9780553096033"	"Pay Dirt"
"9780553096064"	"Sein Language"
"9780553096088"	"The Mediterranean Diet Cookbook: A Delicious Alternative For Lifelong "
"9780553096835"	"Couplehood"
"9780553099591"	"Guilty As Sin"
"9780553099997"	"The Main Corpse"
"9780553100006"	"The Grilling Season"
"9780553100013"	"Prime Cut"
"9780553100136"	"The Death Of Innocents: A True Story Of Murder, Medicine, And High-Sta"
"9780553100334"	"Vertical Run"
"9780553100341"	"Brightness Reef  (Bantam Spectra Book)"
"9780553100631"	"Antarctica"
"9780553100778"	"Trinity"
"9780553100792"	"Lenin In Zurich"
"9780553100891"	"Star Wars: Shadows Of The Empire"
"9780553101430"	"West Of Dodge"
"9780553101638"	"God Save The Queen"
"9780553102048"	"Jane And The Wandering Eye: Being The Third Jane Austen Mystery"
"9780553102130"	"The Last Family"
"9780553102345"	"Deception On His Mind"
"9780553102352"	"In Pursuit Of The Proper Sinner"
"9780553103038"	"Just An Ordinary Day"
"9780553103106"	"Zen And The Art Of Motorcycle Maintenance : An Inquiry Into Values"
"9780553103946"	"Prince Of Time"
"9780553104035"	"Tidings Of Great Joy"
"9780553106336"	"Ashes To Ashes"
"9780553106343"	"Dust To Dust"
"9780553106640"	"Fear Nothing"
"9780553106657"	"Seize The Night"
"9780553106664"	"False Memory"
"9780553106671"	"Matarese Countdown, The"
"9780553107005"	"Storm Warning"
"9780553107234"	"Tough Cookie"
"9780553107241"	"Sticks &amp; Scones"
"9780553107302"	"Chopping Spree"
"9780553107388"	"Pawing Through The Past (Mrs. Murphy Mysteries)"
"9780553107753"	"Fierce Invalids Home From Hot Climates"
"9780553109245"	"Die Upon A Kiss"
"9780553109337"	"The Things I Want Most: The Extraordinary Story Of A Boy's Journey To "
"9780553109405"	"Black Sunday"
"9780553109436"	"Kissed A Sad Goodbye (Duncan Kincaid/Gemma James Novels)"
"9780553109580"	"More Letters From A Nut"
"9780553109788"	"The Price Of The Phoenix (Star Trek)"
"9780553109832"	"The Patient"
"9780553110005"	"All Things Bright And Beautiful"
"9780553110432"	"Kids Say The Darndest Things"
"9780553110722"	"Dune: House Harkonnen"
"9780553110739"	"Follow The Stars Home"
"9780553110746"	"John Glenn: A Memoir"
"9780553110845"	"House Corrino (Dune: House Trilogy, Book 3)"
"9780553111507"	"The People's Almanac Presents The Book Of Lists"
"9780553111538"	"Darkness Peering"
"9780553113310"	"The Haigerloch Project"
"9780553113921"	"Star Trek The New Voyages #2"
"9780553114270"	"Scarlatti Inheritance"
"9780553116601"	"The Amityville Horror"
"9780553117677"	"Imperial 109"
"9780553121117"	"Star Trek 9"
"9780553121377"	"Vulcan!"
"9780553121452"	"Independence"
"9780553122060"	"Holcroft Covenant"
"9780553122503"	"All Creatures Great And Small"
"9780553123432"	"Snow Leopard"
"9780553123906"	"The Guardian"
"9780553124774"	"Nebula Winners: 12"
"9780553126129"	"Aeneid Of Virgil"
"9780553126914"	"WOLFSBANE"
"9780553129977"	"The Far Pavillions"
"9780553130256"	"Women Prefer Women"
"9780553130287"	"Overload"
"9780553130980"	"The Matarese Circle"
"9780553131604"	"The Amityville Horror"
"9780553131895"	"Dragondrums"
"9780553133134"	"Miami Millions"
"9780553133172"	"Hammerstrike"
"9780553133899"	"Midnight Whispers"
"9780553133967"	"The Island"
"9780553135459"	"Sophie's Choice"
"9780553138016"	"The Formula"
"9780553138597"	"All Creatures Great And Small"
"9780553138757"	"Zen And The Art Of Motorcycle Maintenance"
"9780553140170"	"The Simple Solution To Rubik's Cube"
"9780553140439"	"Miracle Worker"
"9780553141276"	"Dragonsinger"
"9780553141405"	"Smiley's People"
"9780553142044"	"Dragonsong"
"9780553143003"	"The Bourne Identity"
"9780553144284"	"Lord Valentine's Castle"
"9780553147025"	"A Whale For The Killing"
"9780553147964"	"Stalking The Perfect Tan"
"9780553148008"	"The Clan Of The Cave Bear : A Novel"
"9780553148527"	"Zen And The Art Of Motorcycle Maintenance"
"9780553148916"	"The Old Neighborhood"
"9780553148923"	"Still Life With Woodpecker"
"9780553149074"	"Take Back The Night"
"9780553149128"	"Kiss Sleeping Beauty Goodbye: Breaking The Spell Of Feminine Myths And"
"9780553149661"	"The Catcher In The Rye"
"9780553150513"	"The Wonderful Story Of Henry Sugar And Six More"
"9780553150971"	"Charlie And The Chocolate Factory"
"9780553151657"	"Roald Dahl's James And The Giant Peach"
"9780553152012"	"Indian Trail (Skylark Choose Your Own Adventure)"
"9780553153279"	"Anne Of Green Gables"
"9780553154405"	"SHER/BONE MYSTERY 3 (Sherluck Bones Mystery)"
"9780553154689"	"Stormy"
"9780553155044"	"AMAZING BEN FRANKLIN (Time Traveler)"
"9780553155600"	"Snow Dog (Bantam Skylark Book)"
"9780553155884"	"The Class Trip (Sweet Valley Twins Super Editions)"
"9780553155969"	"Bones On Black Spruce Mountain (A Bantam-Skylark Book)"
"9780553156065"	"PLAYING HOOKY (Sweet Valley Twins)"
"9780553156096"	"LEFT BEHIND (Sweet Valley Twins)"
"9780553156249"	"CLAIM TO FAME (Sweet Valley Twins)"
"9780553156287"	"OUT OF PLACE (Sweet Valley Twins)"
"9780553156355"	"JUMPING TO CONCLUSIONS (Sweet Valley Twins)"
"9780553156416"	"Holiday Mischief (Sweet Valley Twins Super Editions)"
"9780553156539"	"Standing Out (Sweet Valley Twins #25) (A Bantam-Skylark Book)"
"9780553156638"	"TUG OF WAR (Sweet Valley Twins)"
"9780553156690"	"TAKING CHARGE (Sweet Valley Twins)"
"9780553156751"	"The Great Mom Swap"
"9780553156812"	"TEAMWORK (Sweet Valley Twins)"
"9780553156881"	"APRIL FOOL! (Sweet Valley Twins)"
"9780553156959"	"Jessica And The Brat Attack (Sweet Valley Twins #29)"
"9780553157079"	"The Big Camp Secret (Sweet Valley Twins Super Editions)"
"9780553157123"	"Against Taffy Sinclair Club, The"
"9780553157154"	"PRINCESS ELIZABETH (Sweet Valley Twins)"
"9780553157239"	"Encyclopedia Brown Takes The Case"
"9780553157246"	"Encyclopedia Brown Boy Detective (Encyclopedia Brown #1)"
"9780553157253"	"Encyclopedia Brown Finds The Clues (Book 3)"
"9780553157277"	"JESSICA'S BAD IDEA (Sweet Valley Twins)"
"9780553157345"	"Encyclopedia Brown Saves The Day"
"9780553157352"	"Encyclopedia Brown Keeps The Peace"
"9780553157543"	"Horse Play (The Saddle Club #7)"
"9780553157666"	"JESSICA THE ROCK STAR (Sweet Valley Twins)"
"9780553157673"	"The Christmas Ghost (Sweet Valley Twins Super Chiller Book 1)"
"9780553158014"	"The Ghost In The Graveyard (Sweet Valley Twins Super Chillers)"
"9780553158595"	"The Carnival Ghost (Sweet Valley Twins Super Chillers)"
"9780553158892"	"Zorba The Hutt's Revenge (Star Wars)"
"9780553158939"	"The Ghost In The Bell Tower (Sweet Valley Twins Super Chiller)"
"9780553159448"	"Sarah's Dad And Sophia's Mom (Sweet Valley Twins And Friends, No 62)"
"9780553159523"	"The Big Party Weekend (Sweet Valley Twins)"
"9780553171716"	"Brainchild"
"9780553199550"	"Trevayne"
"9780553199604"	"Trevayne"
"9780553199802"	"Day Of The Jackal"
"9780553201345"	"The Pritikin Program For Diet &amp; Exercise"
"9780553202298"	"Linda Goodman's Sun Signs"
"9780553202304"	"The Last Mafioso: The Treacherous World Of Jimmy Fratianno"
"9780553202960"	"Coming Currency Collapse"
"9780553203387"	"Against Our Will"
"9780553203486"	"Franny And Zooey"
"9780553203639"	"The Big Sky"
"9780553204346"	"All Creatures Great And Small"
"9780553204575"	"All Things Wise And Wonderful"
"9780553204766"	"The Unborn"
"9780553205312"	"The Road To Gandolfo"
"9780553205589"	"The Lord God Made Them All"
"9780553205756"	"Housekeeping"
"9780553205800"	"Even Cowgirls Get The Blues"
"9780553206036"	"Feminist Papers"
"9780553206517"	"The Snow Leopard"
"9780553206579"	"The Crucible"
"9780553206630"	"Night Probe"
"9780553207088"	"Zen And The Art Of Motorcycle Maintenance"
"9780553207620"	"History Of Women In America"
"9780553208184"	"Where The Jackals Howl And Other Stories"
"9780553208221"	"The Glitter Dome"
"9780553208313"	"Guidepost Treasury Of Love"
"9780553208658"	"Fair Blows The Wind"
"9780553208795"	"Chancellor Manuscript"
"9780553208849"	"Siddhartha"
"9780553209235"	"Silent Sea"
"9780553209679"	"Sophie's Choice"
"9780553209839"	"The Lost Jewels Of Nabooti"
"9780553210095"	"The Scarlet Letter (Bantam Classics)"
"9780553210118"	"The Red Badge Of Courage (Bantam Classics)"
"9780553210163"	"Hard Times (Bantam Classics)"
"9780553210194"	"Emma"
"9780553210217"	"Wuthering Heights"
"9780553210248"	"The Mayor Of Casterbridge (Bantam Classics)"
"9780553210323"	"The Hunchback Of Notre Dame"
"9780553210354"	"The Death Of Ivan Ilyich (Bantam Classics)"
"9780553210415"	"The Aeneid Of Virgil (Bantam Classics)"
"9780553210422"	"Metamorphosis"
"9780553210590"	"The Turn Of The Screw And Other Short Fiction (Bantam Classics)"
"9780553210606"	"Ten Plays By Euripides"
"9780553210798"	"The Adventures Of Huckleberry Finn (Bantam Classic)"
"9780553210828"	"Canterbury Tales"
"9780553211016"	"Madame Bovary"
"9780553211160"	"Leaves Of Grass (Bantam Classics)"
"9780553211238"	"The Pickwick Papers (Bantam Classic)"
"9780553211283"	"The Adventures Of Tom Sawyer (Bantam Classics)"
"9780553211375"	"Persuasion (Bantam Classic)"
"9780553211405"	"Jane Eyre (Bantam Classics)"
"9780553211412"	"Wuthering Heights"
"9780553211436"	"A Connecticut Yankee In King Arthur's Court (Bantam Classics)"
"9780553211481"	"DRACULA"
"9780553211580"	"Pudd'nhead Wilson (Bantam Classics)"
"9780553211665"	"Candide (Bantam Classics)"
"9780553211689"	"Tess Of The D'Urbervilles (Bantam Classics)"
"9780553211719"	"Anna Karenina"
"9780553211757"	"Crime And Punishment (Bantam Classics)"
"9780553211764"	"A Tale Of Two Cities (Bantam Classic)"
"9780553211801"	"Middlemarch (Bantam Classics)"
"9780553211955"	"Complete Short Stories Of Mark Twain (Bantam Classics)"
"9780553211979"	"Northanger Abbey (Bantam Classic)"
"9780553212037"	"Little Princess, A"
"9780553212068"	"House Of The Seven Gables"
"9780553212143"	"Heart Of Darkness And The Secret Sharer (Bantam Classics)"
"9780553212150"	"Pride And Prejudice"
"9780553212235"	"Bleak House (Bantam Classics)"
"9780553212259"	"The Sea Wolf"
"9780553212280"	"The Tell-Tale Heart (Bantam Classics)"
"9780553212297"	"Silas Marner (Bantam Classics)"
"9780553212419"	"Sherlock Holmes: The Complete Novels And Stories, Vol. 1"
"9780553212426"	"Sherlock Holmes: The Complete Novels And Stories, Volume II (Bantam Cl"
"9780553212433"	"Villette (Bantam Classics)"
"9780553212457"	"The Jungle (Bantam Classics)"
"9780553212464"	"Walden And Other Writings"
"9780553212471"	"Frankenstein"
"9780553212488"	"House Of Mirth,the"
"9780553212525"	"20,000 Leagues Under The Sea"
"9780553212587"	"Wuthering Heights (Bantam Classics)"
"9780553212631"	"The Woman In White (Bantam Classics)"
"9780553212662"	"Modern Mephistopheles"
"9780553212730"	"Emma (Bantam Classics)"
"9780553212761"	"Mansfield Park (Bantam Classics)"
"9780553212778"	"Dr. Jekyll And Mr. Hyde (Bantam Classic)"
"9780553212815"	"Four Comedies: The Taming Of The Shrew, A Midsummer Night's Dream, The"
"9780553212921"	"Hamlet (Bantam Classic)"
"9780553212983"	"Macbeth (Bantam Classic)"
"9780553213102"	"Pride And Prejudice (Bantam Classics)"
"9780553213119"	"Moby-Dick (Bantam Classics)"
"9780553213133"	"Anne Of Green Gables"
"9780553213140"	"Anne Of Avonlea (Anne Of Green Gables, Book 2)"
"9780553213157"	"Anne Of Ingleside (Anne Of Green Gables, No. 6)"
"9780553213164"	"Anne Of Windy Poplars (Anne Of Green Gables)"
"9780553213171"	"Anne Of The Island (Anne Of Green Gables, Book 3)"
"9780553213188"	"Anne's House Of Dreams (Anne Of Green Gables, No. 5)"
"9780553213201"	"The House Of Mirth (Bantam Classics)"
"9780553213232"	"A Room With A View (Bantam Classics)"
"9780553213294"	"The Last Of The Mohicans (Bantam Classics)"
"9780553213300"	"The Awakening"
"9780553213348"	"Sense And Sensibility (Bantam Classics)"
"9780553213379"	"The Three Musketeers (Bantam Classic)"
"9780553213423"	"Great Expectations (Bantam Classics)"
"9780553213508"	"The Count Of Monte Cristo (Bantam Classics)"
"9780553213515"	"The Time Machine"
"9780553213522"	"The Idiot (Bantam Classic)"
"9780553213539"	"The Invisible Man (Bantam Classic)"
"9780553213607"	"Cyrano De Bergerac (Bantam Classics Reissue)"
"9780553213690"	"The Metamorphosis (Bantam Classics)"
"9780553213768"	"The Phantom Of The Opera (Bantam Classics)"
"9780553213775"	"Kilmeny Of The Orchard (L.M. Montgomery Books)"
"9780553213805"	"The Dubliners"
"9780553213874"	"The Story Of My Life (Bantam Classic)"
"9780553213928"	"Of Human Bondage (Bantam Classics)"
"9780553213935"	"The Custom Of The Country (Bantam Classics)"
"9780553214185"	"My Ãntonia (Bantam Classic)"
"9780553214208"	"From The Earth To The Moon (Bantam Classics)"
"9780553214222"	"Summer (Bantam Classics)"
"9780553214543"	"Women In Love"
"9780553214901"	"Jacob's Room"
"9780553217773"	"22 Indigo Place (Loveswept, #154)"
"9780553218299"	"NOT A MARRYING MAN (Loveswept)"
"9780553218510"	"ONE STEP FROM PARADISE (Loveswept)"
"9780553219517"	"Long Time Coming"
"9780553219920"	"JOKER'S WILD (Loveswept)"
"9780553219982"	"Simply Irresistible (Loveswept, No 334)"
"9780553220018"	"Temperatures Rising (Loveswept No. 336)"
"9780553220285"	"A Whole New Light"
"9780553220391"	"Gambling Lady (Dreamweavers)"
"9780553225099"	"The Book Of Five Rings (Gorin No Sho): The Real Art Of Japanese Manage"
"9780553225228"	"Voyagers"
"9780553225419"	"House Of Danger (Choose Your Own Adventure, No. 15)"
"9780553225440"	"Conan The Barbarian"
"9780553225655"	"Laurel's Kitchen: A Handbook For Vegetarian Cookery And Nutrition"
"9780553225778"	"Empire"
"9780553225884"	"The Suicide Plague"
"9780553225983"	"Robert's Rules Of Order: The Standard Guide To Parliamentary Procedure"
"9780553226348"	"The Amityville Horror: A True Story"
"9780553226638"	"The Name Book: How Your Name Affects Your Life"
"9780553227048"	"Sisterhood"
"9780553227383"	"The Edgar Cayce Primer"
"9780553227468"	"Red Dragon"
"9780553227734"	"Guns Of August"
"9780553227758"	"Clan Of The Cave Bear"
"9780553228410"	"Dare To Discipline"
"9780553229288"	"Majipoor Chronicles"
"9780553230215"	"The Parsifal Mosaic"
"9780553230369"	"Beasts"
"9780553231250"	"Focusing"
"9780553231861"	"Mystery Of The Maya: Choose From 44 Possible Endings"
"9780553232059"	"Tea With The Black Dragon"
"9780553232325"	"Road To Gandolfo"
"9780553232899"	"Bodily Harm"
"9780553232943"	"Escape (Choose Your Own Adventure #20)"
"9780553233247"	"Hyperspace # 21"
"9780553233360"	"The God Project"
"9780553233681"	"Bowdrie"
"9780553233704"	"Emily Of New Moon (Emily Novels)"
"9780553233896"	"Pilgrim At Tinker Creek"
"9780553234169"	"Cannery Row"
"9780553234596"	"Dragonsinger"
"9780553234602"	"Dragonsong"
"9780553234619"	"A Wizard Of Earthsea (The Earthsea Cycle, Book 1)"
"9780553234701"	"Comp. Guide To/tarot"
"9780553234817"	"The Valley Of The Horses (Book 2, Earth's Children)"
"9780553234978"	"The Silent Speaker (Nero Wolfe Mysteries)"
"9780553235401"	"Pigman"
"9780553235470"	"Topaz"
"9780553235579"	"Mysterious Affair At Styles"
"9780553235609"	"The 13th Valley"
"9780553235777"	"The Seeding"
"9780553236200"	"Something Wicked This Way Comes"
"9780553236620"	"Don't Fall Off The Mountain"
"9780553236675"	"Nurse's Story, The"
"9780553236682"	"Parting Breath"
"9780553236774"	"Last Respects"
"9780553237665"	"Member Of The Wedding"
"9780553238006"	"Mistral's Daughter"
"9780553238457"	"The Delta Star"
"9780553238747"	"How To Break Your Addiction To A Person"
"9780553239119"	"Heart Is A Lonely Hunter"
"9780553239751"	"Pardon Me Youre Stepping On My Eyeball"
"9780553239812"	"Little Drummer Girl"
"9780553240306"	"Sudden Death"
"9780553240634"	"The Right Stuff"
"9780553240764"	"Shane"
"9780553240832"	"A Most Contagious Game"
"9780553240955"	"Out On A Limb"
"9780553241341"	"The Hills Of Homicide"
"9780553241440"	"Holiday For Murder,a"
"9780553241570"	"Matarese Circle"
"9780553241600"	"Mila 18"
"9780553241709"	"The Galactic Whirlpool (Star Trek)"
"9780553241723"	"Nathaniel"
"9780553241747"	"World Without End"
"9780553242171"	"Red Pony The"
"9780553242591"	"Tsunami"
"9780553242959"	"ANNE OF GREEN GABLES (Bantam Starfire Book)"
"9780553243055"	"Firefox Down"
"9780553243475"	"Papa's Wife"
"9780553244847"	"Journey To Stonehenge"
"9780553244946"	"Valentine Pontifex (Majipoor: Lord Valentine, Book 3)"
"9780553245011"	"Emergence"
"9780553245189"	"Love Is Letting Go Of Fear"
"9780553245691"	"Still Life With Woodpecker"
"9780553245714"	"Scents"
"9780553246087"	"A Mother's Trial"
"9780553246179"	"Death Cap"
"9780553246407"	"Holcroft Covenant"
"9780553246766"	"Trek To Madworld: A Star Trek Novel"
"9780553246896"	"The Heart Of A Woman"
"9780553247169"	"LOVING (Caitlin: Love Trilogy)"
"9780553247374"	"The Mother Hunt"
"9780553247466"	"One Police Plaza"
"9780553247664"	"Westward The Tide"
"9780553247725"	"Pritikin Program For Diet And Exercise"
"9780553247824"	"Paul Harvey's Rest Of The Story"
"9780553247923"	"Hiroshima"
"9780553248456"	"The Nature Of Personal Reality: A Seth Book"
"9780553248647"	"The Haj"
"9780553249163"	"The Sound Of Thunder"
"9780553249354"	"West Of Eden (Eden, No. 1)"
"9780553249378"	"Wild Swan"
"9780553249538"	"Fatal Dosage"
"9780553250251"	"The Catcher In The Rye"
"9780553250428"	"The Clan Of The Cave Bear (Earth's Children, Book One)"
"9780553250510"	"The Member Of The Wedding"
"9780553250534"	"Valley Of Horses"
"9780553250657"	"Puppet For A Corpse"
"9780553250671"	"Poison In The Pen"
"9780553251135"	"The Fourth Protocol"
"9780553251302"	"LOVE LOST (Caitlin: Love Trilogy)"
"9780553251470"	"Iacocca: An Autobiography"
"9780553251487"	"Jitterbug Perfume"
"9780553251500"	"Soulmates"
"9780553251968"	"When I Say No, I Feel Guilty"
"9780553251999"	"Singin' And Swingin' And Gettin' Merry Like Christmas"
"9780553252521"	"Star Trek 12"
"9780553252545"	"The Final Deduction"
"9780553252606"	"The Book Of Kells"
